1stFlrSF,2ndFlrSF,3SsnPorch,Alley,BedroomAbvGr,BldgType,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtFinType1,BsmtFinType2,BsmtFullBath,BsmtHalfBath,BsmtQual,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fence,FireplaceQu,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GarageCond,GarageFinish,GarageQual,GarageType,GarageYrBlt,GrLivArea,HalfBath,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotFrontage,LotShape,LowQualFinSF,MSSubClass,MSZoning,MasVnrArea,MasVnrType,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,PoolQC,RoofMatl,RoofStyle,SaleCondition,SalePrice,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold,Modern_Eletric,Bsmt_BR,Total_BR,Total_BA,Non_BA_BR,BsmtFinSF_Ratio,TotFinSF,LvgSpaceAbvGr_Ratio,All_SF,PorchSF_Ratio,HasShed
1188,0,0,None,3,1Fam,3,1,1000.0,0.0,3,1,1.0,0.0,3,188.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,1,0,0,CBlock,1,Typ,531.0,2.0,3,2,3,Attchd,1959.0,1188,0,GasA,2,1Story,1234,1,3,Lvl,Gtl,12160,Inside,0.0,IR1,0,20,RL,180.0,BrkFace,0,5,NAmes,0,5,5,Y,0,0,CompShg,Hip,Abnorml,142000.0,COD,0,Pave,6,1188.0,AllPub,0,1959,1959,2010,Modern,1,4,2.0,0.8333333333333334,0.8417508417508417,2188.0,0.5429616087751371,2188.0,0.0,0
1024,940,0,None,4,1Fam,3,3,0.0,0.0,1,1,0.0,0.0,3,940.0,N,Norm,Norm,FuseA,0,3,3,MetalSd,MetalSd,0,0,0,PConc,1,Typ,0.0,0.0,0,0,0,None,1911.0,1964,1,GasA,3,2Story,1235,1,3,Bnk,Gtl,8525,Inside,55.0,Reg,0,70,RH,0.0,None,0,11,SWISU,192,6,5,N,0,0,CompShg,Gable,Abnorml,130000.0,WD,0,Pave,7,940.0,AllPub,0,1911,1950,2008,Hist,0,4,1.5,1.0,0.0,1964.0,1.0,2156.0,0.09775967413441955,0
892,892,0,None,4,1Fam,3,2,0.0,0.0,1,1,0.0,0.0,4,747.0,Y,Norm,Norm,FuseF,0,3,3,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,Typ,180.0,1.0,2,1,2,Detchd,1914.0,1784,1,GasA,4,2Story,1236,1,3,Lvl,Gtl,13132,Inside,96.0,Reg,0,70,RL,0.0,None,0,7,Crawfor,40,5,5,N,0,0,CompShg,Gable,Normal,138887.0,WD,0,Pave,9,747.0,AllPub,203,1914,1950,2006,Hist,0,4,1.5,0.7777777777777778,0.0,1784.0,1.0,2027.0,0.13621076233183857,0
764,862,0,None,2,Twnhs,3,1,0.0,0.0,1,1,0.0,0.0,4,764.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,Wd Shng,0,0,0,PConc,2,Typ,474.0,2.0,3,2,3,BuiltIn,2003.0,1626,1,GasA,5,2Story,1237,1,4,Lvl,Gtl,2628,Inside,36.0,Reg,0,160,RL,106.0,Stone,0,6,NridgHt,27,5,7,Y,0,0,CompShg,Gable,Normal,175500.0,WD,0,Pave,6,764.0,AllPub,0,2003,2003,2010,Modern,0,2,2.5,1.0,0.0,1626.0,1.0,1653.0,0.016605166051660517,0
847,1101,0,None,4,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,847.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,434.0,2.0,3,3,3,BuiltIn,2004.0,1948,1,GasA,5,2Story,1238,1,4,Lvl,Gtl,12393,FR2,41.0,IR2,0,60,RL,0.0,None,0,9,CollgCr,48,5,7,Y,0,0,CompShg,Gable,Normal,195000.0,WD,0,Pave,8,847.0,AllPub,100,2004,2005,2006,Modern,0,4,2.5,1.0,0.0,1948.0,1.0,2096.0,0.07597535934291581,0
1141,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,1141.0,Y,RRAe,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,1,Typ,484.0,2.0,3,1,3,Detchd,2005.0,1141,1,GasA,5,1Story,1239,1,3,Lvl,Gtl,13072,Inside,63.0,Reg,0,20,RL,0.0,None,0,3,SawyerW,0,5,6,Y,0,0,CompShg,Gable,Abnorml,142500.0,WD,0,Pave,6,1141.0,AllPub,0,2005,2005,2006,Modern,0,3,1.5,1.0,0.0,1141.0,1.0,1141.0,0.0,0
1484,0,0,None,2,1Fam,3,3,428.0,0.0,6,1,0.0,0.0,4,1048.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,472.0,2.0,3,2,3,Attchd,2006.0,1484,0,GasA,5,1Story,1240,1,5,HLS,Gtl,9037,Inside,64.0,IR1,0,20,RL,32.0,BrkFace,0,12,Timber,33,5,8,Y,0,0,CompShg,Hip,Normal,265900.0,WD,0,Pave,6,1476.0,AllPub,120,2006,2006,2007,Modern,0,2,2.0,0.8333333333333334,0.2899728997289973,1912.0,0.7761506276150627,2065.0,0.08002092050209204,0
884,884,0,None,3,1Fam,3,1,550.0,0.0,6,1,1.0,0.0,4,334.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,543.0,2.0,3,2,3,Attchd,2003.0,1768,1,GasA,5,2Story,1241,1,4,Lvl,Gtl,8158,Inside,65.0,Reg,0,60,RL,252.0,BrkFace,0,7,CollgCr,63,5,7,Y,0,0,CompShg,Gable,Normal,224900.0,WD,0,Pave,8,884.0,AllPub,0,2003,2003,2008,Modern,1,4,3.5,0.875,0.6221719457013575,2318.0,0.7627264883520276,2381.0,0.027178602243313203,0
1689,0,0,None,3,1Fam,3,3,0.0,0.0,1,1,0.0,0.0,4,1689.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,954.0,3.0,3,2,3,Attchd,2007.0,1689,0,GasA,5,1Story,1242,1,4,Lvl,Gtl,9849,Inside,83.0,Reg,0,20,RL,0.0,Stone,0,6,Somerst,56,6,7,Y,0,0,CompShg,Hip,Partial,248328.0,New,0,Pave,7,1689.0,AllPub,0,2007,2007,2007,Modern,0,3,2.0,0.8571428571428571,0.0,1689.0,1.0,1745.0,0.03315571343990527,0
1173,0,0,None,3,1Fam,3,4,885.0,168.0,6,2,1.0,0.0,4,0.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,1,3,2,CBlock,2,Typ,528.0,2.0,3,2,3,Attchd,1974.0,1173,0,GasA,3,SFoyer,1243,1,4,Lvl,Gtl,10625,Inside,85.0,Reg,0,85,RL,81.0,BrkFace,0,1,NWAmes,120,6,7,Y,0,0,CompShg,Gable,Family,170000.0,WD,0,Pave,6,1053.0,AllPub,0,1974,1974,2010,Modern,1,4,3.0,1.0,1.0,2226.0,0.5269541778975741,2346.0,0.05390835579514825,0
2076,0,0,None,2,1Fam,4,4,1386.0,0.0,6,1,1.0,0.0,5,690.0,Y,Norm,Norm,SBrkr,0,3,5,VinylSd,VinylSd,0,4,1,PConc,2,Typ,850.0,3.0,3,3,3,Attchd,2006.0,2076,1,GasA,5,1Story,1244,1,5,Lvl,Gtl,13891,Inside,107.0,Reg,0,20,RL,0.0,None,0,9,NridgHt,229,5,10,Y,0,0,CompShg,Gable,Partial,465000.0,New,0,Pave,7,2076.0,AllPub,216,2006,2006,2006,Modern,1,3,3.5,0.8571428571428571,0.6676300578034682,3462.0,0.5996533795493935,3907.0,0.12853841709994224,0
792,725,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,792.0,Y,Norm,Norm,SBrkr,0,3,3,BrkFace,Stucco,0,4,2,PConc,1,Typ,400.0,2.0,3,1,3,Detchd,1931.0,1517,0,GasA,2,2Story,1245,1,4,HLS,Mod,11435,Corner,0.0,IR1,0,70,RL,0.0,None,0,6,Crawfor,0,7,8,Y,0,0,CompShg,Gable,Normal,230000.0,WD,0,Pave,7,792.0,AllPub,0,1929,1950,2006,Modern,0,3,1.0,0.7142857142857143,0.0,1517.0,1.0,1517.0,0.0,0
1140,728,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,585.0,Y,Norm,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,3,1,CBlock,3,Typ,477.0,2.0,3,3,3,BuiltIn,1984.0,1868,1,GasA,5,SLvl,1246,1,3,Lvl,Gtl,12090,Inside,78.0,Reg,0,80,RL,74.0,BrkFace,0,1,NWAmes,112,7,6,Y,0,0,CompShg,Hip,Abnorml,178000.0,WD,147,Pave,7,585.0,AllPub,268,1984,2003,2007,Modern,0,3,3.5,1.1428571428571428,0.0,1868.0,1.0,2395.0,0.2821199143468951,0
756,797,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,756.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,615.0,2.0,3,2,3,Attchd,2005.0,1553,1,GasA,5,2Story,1247,1,4,Lvl,Gtl,8125,Inside,65.0,Reg,0,60,FV,0.0,None,0,3,Somerst,45,5,7,Y,0,0,CompShg,Gable,Partial,186500.0,New,0,Pave,6,756.0,AllPub,0,2005,2006,2006,Modern,0,3,2.5,1.1666666666666667,0.0,1553.0,1.0,1598.0,0.028976175144880875,0
1034,0,0,None,3,1Fam,3,3,539.0,0.0,6,1,1.0,0.0,3,473.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,888.0,3.0,3,1,3,Attchd,1976.0,1034,0,GasA,3,SLvl,1248,1,3,Lvl,Gtl,12328,Inside,0.0,IR1,0,80,RL,335.0,BrkFace,0,5,Mitchel,0,5,6,Y,0,0,CompShg,Gable,Normal,169900.0,WD,0,Pave,6,1012.0,AllPub,0,1976,1976,2010,Modern,1,4,2.0,0.8333333333333334,0.5326086956521738,1573.0,0.6573426573426573,1573.0,0.0,0
1134,924,0,Grvl,3,1Fam,3,1,319.0,0.0,3,1,0.0,0.0,4,416.0,N,Norm,Norm,SBrkr,259,3,3,AsbShng,AsbShng,0,4,1,BrkTil,1,Typ,396.0,2.0,2,1,2,Detchd,1950.0,2058,1,OthW,2,2.5Unf,1249,1,3,Lvl,Gtl,9600,Inside,60.0,Reg,0,75,RM,0.0,None,0,4,OldTown,0,5,6,P,0,0,CompShg,Gable,Normal,129500.0,WD,0,Pave,8,735.0,AllPub,0,1917,1950,2008,Modern,0,3,1.5,0.75,0.4340136054421768,2377.0,0.8657972233908288,2636.0,0.1089608750525873,0
988,0,0,None,3,1Fam,3,1,534.0,96.0,4,3,0.0,0.0,3,246.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,276.0,1.0,3,1,3,Attchd,1950.0,988,0,GasA,3,1Story,1250,1,3,Lvl,Gtl,7200,Inside,60.0,Reg,0,20,RL,0.0,None,0,5,NAmes,80,7,5,Y,0,0,CompShg,Gable,Normal,119000.0,WD,0,Pave,6,876.0,AllPub,0,1950,1950,2007,Modern,0,3,1.0,0.8333333333333334,0.7191780821917808,1618.0,0.6106304079110012,1698.0,0.049443757725587144,0
2110,0,0,None,3,1Fam,3,1,1065.0,0.0,5,1,1.0,0.0,3,1045.0,Y,Norm,Norm,SBrkr,0,3,4,BrkFace,BrkFace,0,3,2,CBlock,2,Typ,522.0,2.0,3,3,3,Attchd,1968.0,2110,1,GasA,5,1Story,1251,1,5,Lvl,Gtl,11160,Corner,93.0,Reg,0,20,RL,0.0,None,0,4,NAmes,0,5,7,Y,0,0,CompShg,Hip,Normal,244000.0,WD,0,Pave,8,2110.0,AllPub,0,1968,1968,2010,Modern,1,4,3.5,0.875,0.5047393364928909,3175.0,0.6645669291338583,3175.0,0.0,0
1405,0,0,None,2,TwnhsE,3,1,0.0,0.0,1,1,0.0,0.0,4,1405.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,Wd Shng,0,4,1,PConc,2,Typ,478.0,2.0,3,2,3,Attchd,2003.0,1405,0,GasA,5,1Story,1252,1,4,Lvl,Gtl,3136,Corner,0.0,IR1,0,120,RL,163.0,Stone,0,3,NridgHt,36,5,7,Y,0,0,CompShg,Gable,Normal,171750.0,WD,0,Pave,6,1405.0,AllPub,148,2003,2003,2006,Modern,0,2,2.0,0.8333333333333334,0.0,1405.0,1.0,1589.0,0.1309608540925267,0
874,0,0,None,3,1Fam,3,1,510.0,0.0,4,1,1.0,0.0,3,354.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,2,0,0,CBlock,1,Typ,288.0,1.0,3,2,3,Attchd,1968.0,874,0,GasA,3,1Story,1253,1,3,Lvl,Gtl,9858,Inside,62.0,Reg,0,20,RL,0.0,None,600,11,Mitchel,0,6,5,Y,0,0,CompShg,Gable,Normal,130000.0,WD,0,Pave,5,864.0,AllPub,33,1968,1968,2009,Modern,1,4,2.0,1.0,0.5902777777777778,1384.0,0.6315028901734103,1417.0,0.02384393063583815,1
1516,651,0,None,3,1Fam,3,4,125.0,1031.0,2,5,1.0,0.0,3,36.0,Y,Norm,Norm,SBrkr,0,3,4,Wd Sdng,Wd Sdng,1,4,2,CBlock,2,Typ,518.0,2.0,3,2,3,Attchd,1974.0,2167,1,GasA,3,2Story,1254,1,4,Lvl,Gtl,17542,Inside,0.0,IR1,0,60,RL,0.0,None,0,7,Veenker,47,7,7,Y,0,0,CompShg,Gable,Normal,294000.0,WD,0,Pave,9,1192.0,AllPub,220,1974,2003,2007,Modern,1,4,3.5,0.7777777777777778,0.9697986577181208,3323.0,0.6521215768883539,3590.0,0.08034908215467951,0
760,896,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,746.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,4,1,PConc,2,Typ,397.0,2.0,3,3,3,BuiltIn,2003.0,1656,1,GasA,5,2Story,1255,1,4,Lvl,Gtl,6931,Inside,60.0,Reg,0,60,RL,92.0,Stone,0,7,Edwards,128,5,7,Y,0,0,CompShg,Gable,Normal,165400.0,WD,0,Pave,7,746.0,AllPub,178,2003,2004,2008,Modern,0,3,2.5,1.0,0.0,1656.0,1.0,1962.0,0.18478260869565216,0
959,408,0,None,3,1Fam,2,1,425.0,0.0,2,1,0.0,0.0,3,459.0,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,0,4,1,BrkTil,1,Typ,560.0,1.0,3,1,3,Detchd,1978.0,1367,0,GasA,3,1.5Fin,1256,1,3,Lvl,Gtl,6240,Inside,52.0,Reg,0,50,RM,0.0,None,0,11,BrkSide,0,6,6,Y,0,0,CompShg,Gable,Normal,127500.0,WD,120,Pave,6,884.0,AllPub,0,1931,1950,2007,Hist,0,3,1.0,0.8333333333333334,0.4807692307692307,1792.0,0.7628348214285714,1912.0,0.06696428571428571,0
1987,0,0,None,2,1Fam,3,4,1314.0,0.0,6,1,1.0,0.0,4,672.0,Y,Norm,Norm,SBrkr,0,3,4,HdBoard,HdBoard,0,3,1,PConc,2,Typ,691.0,2.0,3,3,3,Attchd,1994.0,1987,0,GasA,5,1Story,1257,1,4,Lvl,Gtl,14303,Corner,91.0,IR1,0,20,RL,554.0,BrkFace,0,8,NoRidge,36,5,8,Y,0,0,CompShg,Hip,Normal,301500.0,WD,0,Pave,7,1986.0,AllPub,262,1994,1994,2008,Modern,1,3,3.0,0.7142857142857143,0.661631419939577,3301.0,0.6019388064222962,3599.0,0.09027567403817024,0
864,0,0,None,2,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,2,864.0,Y,Feedr,Norm,SBrkr,0,3,3,Wd Sdng,Wd Sdng,0,0,0,PConc,1,Typ,0.0,0.0,0,0,0,None,1922.0,864,0,GasA,5,1Story,1258,1,3,Lvl,Gtl,4060,Corner,56.0,Reg,0,30,RL,0.0,None,0,7,Edwards,96,8,5,Y,0,0,CompShg,Gable,Normal,99900.0,WD,0,Pave,4,864.0,AllPub,0,1922,1950,2009,Modern,0,2,1.0,1.0,0.0,864.0,1.0,960.0,0.1111111111111111,0
1166,0,0,None,2,1Fam,3,4,655.0,0.0,6,1,1.0,0.0,4,201.0,Y,Norm,Norm,SBrkr,0,3,4,VinylSd,VinylSd,0,0,0,PConc,2,Typ,400.0,2.0,3,3,3,Attchd,2005.0,1166,0,GasA,5,SLvl,1259,1,4,Lvl,Gtl,9587,Inside,59.0,IR1,0,80,RL,182.0,Stone,0,7,Gilbert,0,5,7,Y,0,0,CompShg,Gable,Normal,190000.0,WD,0,Pave,5,856.0,AllPub,212,2005,2005,2008,Modern,1,3,3.0,1.0,0.7651869158878505,1821.0,0.6403075233388249,2033.0,0.11641954969796815,0
1054,0,0,None,3,1Fam,3,1,602.0,438.0,5,2,1.0,0.0,4,14.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,HdBoard,0,0,0,CBlock,1,Typ,460.0,2.0,3,1,3,Attchd,1969.0,1054,1,GasA,4,1Story,1260,1,3,Lvl,Gtl,9750,FR2,65.0,Reg,0,20,RL,0.0,None,0,7,NAmes,0,8,6,Y,0,0,CompShg,Gable,Normal,151000.0,WD,80,Pave,6,1054.0,AllPub,180,1969,1969,2008,Modern,1,4,2.5,1.0,0.9867172675521821,2094.0,0.5033428844317096,2354.0,0.12416427889207259,0
892,783,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,4,841.0,Y,RRAn,Norm,SBrkr,0,3,3,VinylSd,VinylSd,0,3,1,PConc,2,Typ,502.0,2.0,3,3,3,BuiltIn,1999.0,1675,1,GasA,5,2Story,1261,1,3,Lvl,Gtl,24682,CulDSac,0.0,IR3,0,60,RL,0.0,None,0,6,Gilbert,103,5,6,Y,0,0,CompShg,Gable,Normal,181000.0,WD,0,Pave,7,841.0,AllPub,0,1999,1999,2009,Modern,0,3,2.5,1.0,0.0,1675.0,1.0,1778.0,0.061492537313432835,0
1050,0,0,None,2,1Fam,3,1,504.0,0.0,3,1,0.0,0.0,3,546.0,Y,Norm,Norm,SBrkr,0,3,3,MetalSd,MetalSd,0,0,0,CBlock,1,Typ,338.0,1.0,3,1,3,Attchd,1956.0,1050,0,GasA,4,1Story,1262,1,3,Lvl,Gtl,9600,Inside,80.0,Reg,0,20,RL,0.0,None,0,6,NAmes,0,6,5,Y,0,0,CompShg,Hip,Normal,128900.0,WD,0,Pave,5,1050.0,AllPub,0,1956,1956,2009,Modern,0,2,1.0,0.8,0.48,1554.0,0.6756756756756757,1554.0,0.0,0
1104,684,0,None,5,1Fam,3,3,0.0,0.0,1,1,1.0,0.0,3,1104.0,Y,Norm,Norm,FuseA,0,3,3,Wd Sdng,Wd Sdng,0,3,2,CBlock,1,Min2,304.0,1.0,3,1,3,Attchd,1957.0,1788,0,GasA,5,1.5Fin,1263,1,3,Lvl,Gtl,11250,Inside,0.0,Reg,0,50,RL,0.0,None,0,11,ClearCr,0,5,4,Y,0,0,CompShg,Gable,Normal,161500.0,WD,0,Pave,8,1104.0,AllPub,120,1957,1989,2009,Hist,1,6,2.0,0.875,0.0,1788.0,1.0,1908.0,0.06711409395973154,0
1060,764,0,Pave,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,764.0,Y,Norm,Norm,FuseA,126,3,3,Wd Sdng,Wd Sdng,2,4,1,PConc,1,Typ,520.0,2.0,3,1,3,Detchd,1940.0,1824,0,GasA,5,2Story,1264,1,3,Lvl,Gtl,13515,Inside,60.0,Reg,0,70,RL,0.0,None,0,7,BrkSide,0,6,6,N,0,0,CompShg,Gambrel,Normal,180500.0,WD,0,Pave,8,764.0,AllPub,0,1919,1950,2007,Hist,0,3,1.0,0.625,0.0,1824.0,1.0,1950.0,0.06907894736842106,0
1337,0,0,None,2,TwnhsE,3,1,266.0,0.0,6,1,1.0,0.0,4,1139.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,Typ,511.0,2.0,3,3,3,Attchd,1998.0,1337,0,GasA,5,1Story,1265,1,4,Lvl,Gtl,4060,Inside,34.0,Reg,0,120,RH,0.0,None,0,8,NAmes,68,5,6,Y,0,0,CompShg,Gable,Abnorml,181000.0,COD,0,Pave,5,1405.0,AllPub,144,1998,1999,2008,Modern,1,3,3.0,1.0,0.1893238434163701,1603.0,0.8340611353711791,1815.0,0.132252027448534,0
713,739,0,None,3,TwnhsE,3,1,450.0,0.0,6,1,1.0,0.0,4,241.0,Y,Norm,Norm,SBrkr,0,3,4,MetalSd,MetalSd,0,0,0,PConc,2,Typ,506.0,2.0,3,1,3,Detchd,1999.0,1452,1,GasA,5,2Story,1266,1,4,Lvl,Gtl,3735,FR3,35.0,Reg,0,160,FV,218.0,BrkFace,0,3,Somerst,34,5,7,Y,0,0,CompShg,Hip,Normal,183900.0,WD,0,Pave,6,691.0,AllPub,0,1999,1999,2006,Modern,1,4,3.5,1.1666666666666667,0.6512301013024602,1902.0,0.7634069400630915,1936.0,0.017875920084121977,0
964,925,0,None,4,2fmCon,3,1,0.0,0.0,1,1,0.0,0.0,3,925.0,N,Feedr,Norm,FuseF,264,3,2,Wd Sdng,Wd Sdng,1,4,1,CBlock,1,Typ,308.0,1.0,3,1,3,Detchd,1960.0,1889,1,GasA,3,2.5Unf,1267,2,3,Bnk,Gtl,10120,Inside,60.0,IR1,0,190,RM,0.0,None,0,1,OldTown,0,4,7,N,0,0,CompShg,Hip,Normal,122000.0,WD,0,Pave,9,925.0,AllPub,0,1910,1950,2007,Hist,0,4,1.5,0.7777777777777778,0.0,1889.0,1.0,2153.0,0.1397564849126522,0
2018,0,0,None,3,1Fam,3,4,0.0,0.0,1,1,0.0,0.0,5,2002.0,Y,Norm,Norm,SBrkr,0,3,5,Stucco,CmentBd,0,4,1,PConc,2,Typ,746.0,3.0,3,3,3,Attchd,2009.0,2018,0,GasA,5,1Story,1268,1,5,HLS,Gtl,13214,Inside,89.0,IR1,0,20,RL,0.0,None,0,5,Timber,76,5,9,Y,0,0,CompShg,Hip,Normal,378500.0,WD,0,Pave,10,2002.0,AllPub,144,2008,2009,2010,Modern,0,3,2.0,0.6,0.0,2018.0,1.0,2238.0,0.10901883052527254,0
1968,1479,0,None,4,1Fam,3,2,192.0,0.0,3,1,0.0,0.0,3,536.0,Y,Norm,Norm,SBrkr,0,4,3,Stucco,Stucco,2,4,2,CBlock,3,Typ,1014.0,3.0,3,1,3,BuiltIn,1982.0,3447,1,GasA,5,1.5Fin,1269,1,4,Lvl,Mod,14100,Inside,0.0,IR1,0,50,RL,632.0,BrkFace,0,5,Crawfor,12,9,8,Y,0,0,CompShg,Gable,Normal,381000.0,WD,0,Pave,11,728.0,AllPub,314,1935,1997,2008,Modern,0,4,3.5,0.8181818181818182,0.2637362637362637,3639.0,0.9472382522671063,3965.0,0.08958505083814235,0
874,650,0,None,3,1Fam,3,1,460.0,0.0,4,1,0.0,0.0,3,414.0,Y,Feedr,Norm,FuseA,0,3,3,MetalSd,MetalSd,2,0,0,CBlock,1,Typ,315.0,1.0,3,1,3,Attchd,1958.0,1524,1,GasW,3,1.5Fin,1270,1,3,Lvl,Gtl,11344,Inside,78.0,Reg,0,50,RL,180.0,BrkFace,0,7,NAmes,0,5,5,Y,0,0,CompShg,Gable,Normal,144000.0,WD,0,Pave,7,874.0,AllPub,0,1958,1958,2007,Hist,0,3,1.5,0.8571428571428571,0.5263157894736843,1984.0,0.7681451612903226,1984.0,0.0,0
1332,192,0,None,0,1Fam,3,4,1258.0,0.0,6,1,2.0,0.0,4,74.0,Y,Norm,Norm,SBrkr,0,3,4,Plywood,Plywood,0,3,1,PConc,0,Typ,586.0,2.0,3,3,3,Attchd,1979.0,1524,1,GasA,3,1Story,1271,1,4,Low,Sev,23595,Inside,0.0,Reg,0,40,RL,0.0,None,0,4,ClearCr,0,6,7,Y,0,0,WdShake,Shed,Normal,260000.0,WD,0,Pave,4,1332.0,AllPub,268,1979,1979,2010,Modern,2,2,2.5,0.5,0.9444444444444444,2782.0,0.5478073328540618,3050.0,0.09633357296908698,0
1489,0,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,1489.0,Y,PosN,Norm,SBrkr,0,3,3,BrkFace,BrkFace,0,4,1,CBlock,2,Typ,462.0,2.0,3,2,3,Attchd,1968.0,1489,0,GasA,4,1Story,1272,1,4,Lvl,Gtl,9156,Inside,0.0,IR1,0,20,RL,0.0,None,0,8,NWAmes,0,7,6,Y,0,0,CompShg,Hip,Normal,185750.0,WD,0,Pave,7,1489.0,AllPub,0,1968,1968,2009,Modern,0,3,2.0,0.8571428571428571,0.0,1489.0,1.0,1489.0,0.0,0
935,0,0,None,3,1Fam,3,1,560.0,375.0,4,2,1.0,0.0,3,0.0,Y,Norm,Norm,SBrkr,0,3,3,HdBoard,Plywood,1,0,0,CBlock,1,Typ,288.0,1.0,3,1,3,Attchd,1965.0,935,0,GasA,3,1Story,1273,1,3,Lvl,Gtl,13526,CulDSac,0.0,IR1,0,20,RL,114.0,BrkFace,0,11,Sawyer,0,6,5,Y,0,0,CompShg,Hip,Normal,137000.0,WD,0,Pave,5,935.0,AllPub,180,1965,1965,2006,Modern,1,4,2.0,1.0,1.0,1870.0,0.5,2050.0,0.0962566844919786,0
1357,0,0,None,2,1Fam,3,3,719.0,0.0,5,1,1.0,0.0,3,300.0,Y,Norm,Norm,SBrkr,0,3,3,Plywood,Plywood,2,4,1,CBlock,1,Typ,312.0,1.0,3,2,3,Basment,1959.0,1357,0,GasA,4,SLvl,1274,1,5,Lvl,Gtl,11512,Corner,124.0,IR1,0,80,RL,84.0,BrkFace,0,5,Edwards,0,7,6,Y,0,0,CompShg,Gable,Normal,177000.0,WD,163,Pave,5,1019.0,AllPub,0,1959,2006,2008,Modern,1,3,2.0,0.8,0.7055937193326791,2076.0,0.6536608863198459,2239.0,0.07851637764932562,0
661,589,0,None,3,1Fam,3,1,0.0,0.0,1,1,0.0,0.0,3,661.0,Y,Norm,Norm,SBrkr,81,3,3,Wd Sdng,Wd Shng,0,4,1,PConc,2,Typ,552.0,2.0,3,1,3,Detchd,1985.0,1250,0,GasA,5,1.5Fin,1275,1,3,Lvl,Gtl,5362,Corner,53.0,Reg,0,50,RL,0.0,None,0,11,Crawfor,0,6,5,Y,0,0,CompShg,Gable,Normal,139000.0,WD,0,Pave,8,661.0,AllPub,242,1910,2003,2007,Modern,0,3,2.0,0.75,0.0,1250.0,1.0,1573.0,0.2584,0
928,992,0,None,4,Duplex,3,1,220.0,0.0,3,1,0.0,0.0,3,708.0,Y,Feedr,Norm,FuseA,0,3,3,AsbShng,AsbShng,0,0,0,CBlock,2,Typ,400.0,2.0,2,1,3,Detchd,1948.0,1920,0,GasA,4,2Story,1276,2,3,Lvl,Gtl,11345,Corner,95.0,Reg,0,90,RL,567.0,Stone,0,7,NAmes,0,5,5,Y,0,0,Roll,Gable,Normal,137000.0,WD,0,Pave,10,928.0,AllPub,0,1948,1950,2007,Hist,0,4,2.0,0.7,0.23706896551724133,2140.0,0.897196261682243,2140.0,0.0,0
